track_id,name,album_id,media_type_id,genre_id,composer,milliseconds,bytes,unit_price
75,O Boto (Bôto),8,1,2,,02:00:00,12089673,0.99
76,"Canta, Canta Mais",8,1,2,,03:00:00,8719426,0.99
77,Enter Sandman,9,1,3,Apocalyptica,04:00:00,7286305,0.99
78,Master Of Puppets,9,1,3,Apocalyptica,05:00:00,14375310,0.99
79,Harvester Of Sorrow,9,1,3,Apocalyptica,06:00:00,12372536,0.99
80,The Unforgiven,9,1,3,Apocalyptica,07:00:00,10422447,0.99
81,Sad But True,9,1,3,Apocalyptica,08:00:00,9405526,0.99
82,Creeping Death,9,1,3,Apocalyptica,09:00:00,10110980,0.99
83,Wherever I May Roam,9,1,3,Apocalyptica,10:00:00,12033110,0.99
84,Welcome Home (Sanitarium),9,1,3,Apocalyptica,11:00:00,11406431,0.99
85,Cochise,10,1,1,Audioslave/Chris Cornell,12:00:00,5339931,0.99
86,Show Me How to Live,10,1,1,Audioslave/Chris Cornell,13:00:00,6672176,0.99
87,Gasoline,10,1,1,Audioslave/Chris Cornell,14:00:00,6709793,0.99
88,What You Are,10,1,1,Audioslave/Chris Cornell,15:00:00,5988186,0.99
89,Like a Stone,10,1,1,Audioslave/Chris Cornell,16:00:00,7059624,0.99
90,Set It Off,10,1,1,Audioslave/Chris Cornell,17:00:00,6321091,0.99
91,Shadow on the Sun,10,1,1,Audioslave/Chris Cornell,18:00:00,8245793,0.99
92,I am the Highway,10,1,1,Audioslave/Chris Cornell,19:00:00,8041411,0.99
93,Exploder,10,1,1,Audioslave/Chris Cornell,20:00:00,4948095,0.99
94,Hypnotize,10,1,1,Audioslave/Chris Cornell,21:00:00,4961887,0.99
95,Bring'em Back Alive,10,1,1,Audioslave/Chris Cornell,22:00:00,7911634,0.99
96,Light My Way,10,1,1,Audioslave/Chris Cornell,23:00:00,7289084,0.99
97,Getaway Car,10,1,1,Audioslave/Chris Cornell,00:00:00,7193162,0.99
98,The Last Remaining Light,10,1,1,Audioslave/Chris Cornell,01:00:00,7622615,0.99
99,Your Time Has Come,11,1,4,"Cornell, Commerford, Morello, Wilk",02:00:00,8273592,0.99
100,Out Of Exile,11,1,4,"Cornell, Commerford, Morello, Wilk",03:00:00,9506571,0.99
101,Be Yourself,11,1,4,"Cornell, Commerford, Morello, Wilk",04:00:00,9106160,0.99
102,Doesn't Remind Me,11,1,4,"Cornell, Commerford, Morello, Wilk",05:00:00,8357387,0.99
103,Drown Me Slowly,11,1,4,"Cornell, Commerford, Morello, Wilk",06:00:00,7609178,0.99
104,Heaven's Dead,11,1,4,"Cornell, Commerford, Morello, Wilk",07:00:00,9006158,0.99
105,The Worm,11,1,4,"Cornell, Commerford, Morello, Wilk",08:00:00,7710800,0.99
106,Man Or Animal,11,1,4,"Cornell, Commerford, Morello, Wilk",09:00:00,7542942,0.99
107,Yesterday To Tomorrow,11,1,4,"Cornell, Commerford, Morello, Wilk",10:00:00,8944205,0.99
108,Dandelion,11,1,4,"Cornell, Commerford, Morello, Wilk",11:00:00,9003592,0.99
109,#1 Zero,11,1,4,"Cornell, Commerford, Morello, Wilk",12:00:00,9731988,0.99
110,The Curse,11,1,4,"Cornell, Commerford, Morello, Wilk",13:00:00,10029406,0.99
111,Money,12,1,5,"Berry Gordy, Jr./Janie Bradford",14:00:00,2365897,0.99
112,Long Tall Sally,12,1,5,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",15:00:00,1707084,0.99
113,Bad Boy,12,1,5,Larry Williams,16:00:00,1862126,0.99
114,Twist And Shout,12,1,5,Bert Russell/Phil Medley,17:00:00,2582553,0.99
115,Please Mr. Postman,12,1,5,Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett,18:00:00,2206986,0.99
116,C'Mon Everybody,12,1,5,Eddie Cochran/Jerry Capehart,19:00:00,2247846,0.99
117,Rock 'N' Roll Music,12,1,5,Chuck Berry,20:00:00,2276788,0.99
118,Slow Down,12,1,5,Larry Williams,21:00:00,2616981,0.99
119,Roadrunner,12,1,5,Bo Diddley,22:00:00,2301989,0.99
120,Carol,12,1,5,Chuck Berry,23:00:00,2306019,0.99
121,Good Golly Miss Molly,12,1,5,Little Richard,00:00:00,1704918,0.99
122,20 Flight Rock,12,1,5,Ned Fairchild,01:00:00,1299960,0.99
123,Quadrant,13,1,2,Billy Cobham,02:00:00,8538199,0.99
124,Snoopy's search-Red baron,13,1,2,Billy Cobham,03:00:00,15075616,0.99
125,"Spanish moss-""A sound portrait""-Spanish moss",13,1,2,Billy Cobham,04:00:00,8217867,0.99
126,Moon germs,13,1,2,Billy Cobham,05:00:00,9714812,0.99
127,Stratus,13,1,2,Billy Cobham,06:00:00,19115680,0.99
128,The pleasant pheasant,13,1,2,Billy Cobham,07:00:00,10630578,0.99
129,Solo-Panhandler,13,1,2,Billy Cobham,08:00:00,8230661,0.99
130,Do what cha wanna,13,1,2,George Duke,09:00:00,9018565,0.99
131,Intro/ Low Down,14,1,3,,10:00:00,10642901,0.99
132,13 Years Of Grief,14,1,3,,11:00:00,8137421,0.99
133,Stronger Than Death,14,1,3,,12:00:00,9869647,0.99
134,All For You,14,1,3,,13:00:00,7726948,0.99
135,Super Terrorizer,14,1,3,,14:00:00,10513905,0.99
136,Phoney Smile Fake Hellos,14,1,3,,15:00:00,9011701,0.99
137,Lost My Better Half,14,1,3,,16:00:00,9355309,0.99
138,Bored To Tears,14,1,3,,17:00:00,8130090,0.99
139,A.N.D.R.O.T.A.Z.,14,1,3,,18:00:00,8574746,0.99
140,Born To Booze,14,1,3,,19:00:00,9257358,0.99
141,World Of Trouble,14,1,3,,20:00:00,11820932,0.99
142,No More Tears,14,1,3,,21:00:00,18041629,0.99
143,The Begining... At Last,14,1,3,,22:00:00,11965109,0.99
144,Heart Of Gold,15,1,3,,23:00:00,6417460,0.99
145,Snowblind,15,1,3,,00:00:00,13842549,0.99
146,Like A Bird,15,1,3,,01:00:00,9115657,0.99
147,Blood In The Wall,15,1,3,,02:00:00,9359475,0.99
148,The Beginning...At Last,15,1,3,,03:00:00,8975814,0.99
149,Black Sabbath,16,1,3,,04:00:00,12440200,0.99
150,The Wizard,16,1,3,,05:00:00,8646737,0.99
151,Behind The Wall Of Sleep,16,1,3,,06:00:00,7169049,0.99
152,N.I.B.,16,1,3,,07:00:00,12029390,0.99
153,Evil Woman,16,1,3,,08:00:00,6655170,0.99
154,Sleeping Village,16,1,3,,09:00:00,21128525,0.99
155,Warning,16,1,3,,10:00:00,6893363,0.99
156,Wheels Of Confusion / The Straightener,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",11:00:00,16065830,0.99
157,Tomorrow's Dream,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",12:00:00,6252071,0.99
158,Changes,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",13:00:00,9175517,0.99
159,FX,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",14:00:00,3331776,0.99
160,Supernaut,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",15:00:00,9245971,0.99
161,Snowblind,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",16:00:00,10813386,0.99
162,Cornucopia,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",17:00:00,7653880,0.99
163,Laguna Sunrise,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",18:00:00,5671374,0.99
164,St. Vitus Dance,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",19:00:00,4884969,0.99
165,Under The Sun/Every Day Comes and Goes,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",20:00:00,11360486,0.99
166,Smoked Pork,18,1,4,,21:00:00,1549074,0.99
167,Body Count's In The House,18,1,4,,22:00:00,6715413,0.99
168,Now Sports,18,1,4,,23:00:00,161266,0.99
169,Body Count,18,1,4,,00:00:00,10489139,0.99
170,A Statistic,18,1,4,,01:00:00,211997,0.99
171,Bowels Of The Devil,18,1,4,,02:00:00,7324125,0.99
172,The Real Problem,18,1,4,,03:00:00,387360,0.99
173,KKK Bitch,18,1,4,,04:00:00,5709631,0.99
174,D Note,18,1,4,,05:00:00,3067064,0.99
175,Voodoo,18,1,4,,06:00:00,9875962,0.99
176,The Winner Loses,18,1,4,,07:00:00,12843821,0.99
177,There Goes The Neighborhood,18,1,4,,08:00:00,11443471,0.99
178,Oprah,18,1,4,,09:00:00,224313,0.99
179,Evil Dick,18,1,4,,10:00:00,7828873,0.99
180,Body Count Anthem,18,1,4,,11:00:00,5463690,0.99
181,Momma's Gotta Die Tonight,18,1,4,,12:00:00,12122946,0.99
182,Freedom Of Speech,18,1,4,,13:00:00,9337917,0.99
183,King In Crimson,19,1,3,Roy Z,14:00:00,9218499,0.99
184,Chemical Wedding,19,1,3,Roy Z,15:00:00,8022764,0.99
185,The Tower,19,1,3,Roy Z,16:00:00,9435693,0.99
186,Killing Floor,19,1,3,Adrian Smith,17:00:00,8854240,0.99
187,Book Of Thel,19,1,3,Eddie Casillas/Roy Z,18:00:00,16034404,0.99
188,Gates Of Urizen,19,1,3,Roy Z,19:00:00,8627004,0.99
189,Jerusalem,19,1,3,Roy Z,20:00:00,13194463,0.99
190,Trupets Of Jericho,19,1,3,Roy Z,21:00:00,11820908,0.99
191,Machine Men,19,1,3,Adrian Smith,22:00:00,11138147,0.99
192,The Alchemist,19,1,3,Roy Z,23:00:00,16545657,0.99
193,Realword,19,1,3,Roy Z,00:00:00,7802095,0.99
194,First Time I Met The Blues,20,1,6,Eurreal Montgomery,01:00:00,4604995,0.99
195,Let Me Love You Baby,20,1,6,Willie Dixon,02:00:00,5716994,0.99
196,Stone Crazy,20,1,6,Buddy Guy,03:00:00,14184984,0.99
197,Pretty Baby,20,1,6,Willie Dixon,04:00:00,7848282,0.99
198,When My Left Eye Jumps,20,1,6,Al Perkins/Willie Dixon,05:00:00,7685363,0.99
199,Leave My Girl Alone,20,1,6,Buddy Guy,06:00:00,6859518,0.99
200,She Suits Me To A Tee,20,1,6,Buddy Guy,07:00:00,4456321,0.99
201,Keep It To Myself (Aka Keep It To Yourself),20,1,6,Sonny Boy Williamson [i],08:00:00,5487056,0.99
202,My Time After Awhile,20,1,6,Robert Geddins/Ron Badger/Sheldon Feinberg,09:00:00,6022698,0.99
203,Too Many Ways (Alternate),20,1,6,Willie Dixon,10:00:00,4459946,0.99
204,Talkin' 'Bout Women Obviously,20,1,6,Amos Blakemore/Buddy Guy,11:00:00,19161377,0.99
205,Jorge Da Capadócia,21,1,7,Jorge Ben,12:00:00,5842196,0.99
206,Prenda Minha,21,1,7,Tradicional,13:00:00,3225364,0.99
207,Meditação,21,1,7,Tom Jobim - Newton Mendoça,14:00:00,4865597,0.99
208,Terra,21,1,7,Caetano Veloso,15:00:00,15889054,0.99
209,Eclipse Oculto,21,1,7,Caetano Veloso,16:00:00,7382703,0.99
210,"Texto ""Verdade Tropical""",21,1,7,Caetano Veloso,17:00:00,2752161,0.99
211,Bem Devagar,21,1,7,Gilberto Gil,18:00:00,4333651,0.99
212,Drão,21,1,7,Gilberto Gil,19:00:00,5065932,0.99
213,Saudosismo,21,1,7,Caetano Veloso,20:00:00,4726981,0.99
214,Carolina,21,1,7,Chico Buarque,21:00:00,5924159,0.99
215,Sozinho,21,1,7,Peninha,22:00:00,6253200,0.99
216,Esse Cara,21,1,7,Caetano Veloso,23:00:00,7217126,0.99
217,Mel,21,1,7,Caetano Veloso - Waly Salomão,00:00:00,9854062,0.99
218,Linha Do Equador,21,1,7,Caetano Veloso - Djavan,01:00:00,10003747,0.99
219,Odara,21,1,7,Caetano Veloso,02:00:00,4704104,0.99
220,A Luz De Tieta,21,1,7,Caetano Veloso,03:00:00,8507446,0.99
221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,21,1,7,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,04:00:00,10364247,0.99
222,Vida Boa,21,1,7,Fausto Nilo - Armandinho,05:00:00,9411272,0.99
223,Sozinho (Hitmakers Classic Mix),22,1,7,,06:00:00,14462072,0.99
224,Sozinho (Hitmakers Classic Radio Edit),22,1,7,,07:00:00,6455134,0.99
225,Sozinho (Caêdrum 'n' Bass),22,1,7,,08:00:00,10975007,0.99
226,Carolina,23,1,7,,09:00:00,5375395,0.99
227,Essa Moça Ta Diferente,23,1,7,,10:00:00,5568574,0.99
228,Vai Passar,23,1,7,,11:00:00,12359161,0.99
229,Samba De Orly,23,1,7,,12:00:00,5431854,0.99
230,"Bye, Bye Brasil",23,1,7,,13:00:00,9499590,0.99
231,Atras Da Porta,23,1,7,,14:00:00,6132843,0.99
232,Tatuagem,23,1,7,,15:00:00,5645703,0.99
233,O Que Será (À Flor Da Terra),23,1,7,,16:00:00,5574848,0.99
234,Morena De Angola,23,1,7,,17:00:00,6373932,0.99
235,Apesar De Você,23,1,7,,18:00:00,7886937,0.99
236,A Banda,23,1,7,,19:00:00,4349539,0.99
237,Minha Historia,23,1,7,,20:00:00,6029673,0.99
238,Com Açúcar E Com Afeto,23,1,7,,21:00:00,5846442,0.99
239,Brejo Da Cruz,23,1,7,,22:00:00,7270749,0.99
240,Meu Caro Amigo,23,1,7,,23:00:00,8778172,0.99
241,Geni E O Zepelim,23,1,7,,00:00:00,10342226,0.99
242,Trocando Em Miúdos,23,1,7,,01:00:00,5461468,0.99
243,Vai Trabalhar Vagabundo,23,1,7,,02:00:00,4693941,0.99
244,Gota D'água,23,1,7,,03:00:00,5074189,0.99
245,Construção / Deus Lhe Pague,23,1,7,,04:00:00,12675305,0.99
246,Mateus Enter,24,1,7,Chico Science,05:00:00,1103013,0.99
247,O Cidadão Do Mundo,24,1,7,Chico Science,06:00:00,6724966,0.99
248,Etnia,24,1,7,Chico Science,07:00:00,5061413,0.99
249,Quilombo Groove [instrumental],24,1,7,Chico Science,08:00:00,5042447,0.99
250,Macô,24,1,7,Chico Science,09:00:00,8253934,0.99
251,Um Passeio No Mundo Livre,24,1,7,Chico Science,10:00:00,7984291,0.99
252,Samba Do Lado,24,1,7,Chico Science,11:00:00,7541688,0.99
253,Maracatu Atômico,24,1,7,Chico Science,12:00:00,9670057,0.99
254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,24,1,7,Chico Science,13:00:00,3240816,0.99
255,Corpo De Lama,24,1,7,Chico Science,14:00:00,7714954,0.99
256,Sobremesa,24,1,7,Chico Science,15:00:00,7960868,0.99
257,Manguetown,24,1,7,Chico Science,16:00:00,6475159,0.99
258,Um Satélite Na Cabeça,24,1,7,Chico Science,17:00:00,4272821,0.99
259,Baião Ambiental [instrumental],24,1,7,Chico Science,18:00:00,5198539,0.99
260,Sangue De Bairro,24,1,7,Chico Science,19:00:00,4415557,0.99
261,Enquanto O Mundo Explode,24,1,7,Chico Science,20:00:00,2968650,0.99
262,Interlude Zumbi,24,1,7,Chico Science,21:00:00,2408550,0.99
263,Criança De Domingo,24,1,7,Chico Science,22:00:00,6984813,0.99
264,Amor De Muito,24,1,7,Chico Science,23:00:00,5881293,0.99
265,Samidarish [instrumental],24,1,7,Chico Science,00:00:00,8911641,0.99
266,Maracatu Atômico [Atomic Version],24,1,7,Chico Science,01:00:00,9019677,0.99
267,Maracatu Atômico [Ragga Mix],24,1,7,Chico Science,02:00:00,6986421,0.99
268,Maracatu Atômico [Trip Hop],24,1,7,Chico Science,03:00:00,7380787,0.99
269,Banditismo Por Uma Questa,25,1,7,,04:00:00,10251097,0.99
270,Banditismo Por Uma Questa,25,1,7,,05:00:00,8147224,0.99
271,Rios Pontes & Overdrives,25,1,7,,06:00:00,9659152,0.99
272,Cidade,25,1,7,,07:00:00,7241817,0.99
273,Praiera,25,1,7,,08:00:00,6172781,0.99
274,Samba Makossa,25,1,7,,09:00:00,9095410,0.99
275,Da Lama Ao Caos,25,1,7,,10:00:00,8378065,0.99
276,Maracatu De Tiro Certeiro,25,1,7,,11:00:00,2901397,0.99
277,Salustiano Song,25,1,7,,12:00:00,7183969,0.99
278,Antene Se,25,1,7,,13:00:00,8253618,0.99
279,Risoflora,25,1,7,,14:00:00,3536938,0.99
280,Lixo Do Mangue,25,1,7,,15:00:00,6534200,0.99
281,Computadores Fazem Arte,25,1,7,,16:00:00,13702771,0.99
282,Girassol,26,1,8,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,17:00:00,8327676,0.99
283,A Sombra Da Maldade,26,1,8,Da Gama/Toni Garrido,18:00:00,7697230,0.99
284,Johnny B. Goode,26,1,8,Chuck Berry,19:00:00,8505985,0.99
285,Soldado Da Paz,26,1,8,Herbert Vianna,20:00:00,6455080,0.99
286,Firmamento,26,1,8,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,21:00:00,7402658,0.99
287,Extra,26,1,8,Gilberto Gil,22:00:00,10078050,0.99
288,O Erê,26,1,8,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,23:00:00,7866924,0.99
289,Podes Crer,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,00:00:00,7747747,0.99
290,A Estrada,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,01:00:00,8275673,0.99
291,Berlim,26,1,8,Da Gama/Toni Garrido,02:00:00,6920424,0.99
292,Já Foi,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,03:00:00,7388466,0.99
293,Onde Você Mora?,26,1,8,Marisa Monte/Nando Reis,04:00:00,8502588,0.99
294,Pensamento,26,1,8,Bino Farias/Da Gamma/Lazão/Rás Bernard,05:00:00,5748424,0.99
295,Conciliação,26,1,8,Da Gama/Lazão/Rás Bernardo,06:00:00,8552474,0.99
296,Realidade Virtual,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,07:00:00,6503533,0.99
297,Mensagem,26,1,8,Bino Farias/Da Gama/Lazão/Rás Bernardo,08:00:00,7488852,0.99
298,A Cor Do Sol,26,1,8,Bernardo Vilhena/Da Gama/Lazão,09:00:00,7663348,0.99
299,Onde Você Mora?,27,1,8,Marisa Monte/Nando Reis,10:00:00,10056970,0.99
300,O Erê,27,1,8,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,11:00:00,6950332,0.99
301,A Sombra Da Maldade,27,1,8,Da Gama/Toni Garrido,12:00:00,9544383,0.99
302,A Estrada,27,1,8,Da Gama/Lazao/Toni Garrido,13:00:00,9344477,0.99
303,Falar A Verdade,27,1,8,Bino/Da Gama/Ras Bernardo,14:00:00,8189093,0.99
304,Firmamento,27,1,8,Harry Lawes/Winston Foster-Vers,15:00:00,7507866,0.99
305,Pensamento,27,1,8,Bino/Da Gama/Ras Bernardo,16:00:00,6399761,0.99
306,Realidade Virtual,27,1,8,Bino/Da Gamma/Lazao/Toni Garrido,17:00:00,8069934,0.99
307,Doutor,27,1,8,Bino/Da Gama/Toni Garrido,18:00:00,5950952,0.99
308,Na Frente Da TV,27,1,8,Bino/Da Gama/Lazao/Ras Bernardo,19:00:00,9633659,0.99
309,Downtown,27,1,8,Cidade Negra,20:00:00,8024386,0.99
310,Sábado A Noite,27,1,8,Lulu Santos,21:00:00,8895073,0.99
311,A Cor Do Sol,27,1,8,Bernardo Vilhena/Da Gama/Lazao,22:00:00,9142937,0.99
312,Eu Também Quero Beijar,27,1,8,Fausto Nilo/Moraes Moreira/Pepeu Gomes,23:00:00,7029400,0.99
313,Noite Do Prazer,28,1,7,,00:00:00,10309980,0.99
314,À Francesa,28,1,7,,01:00:00,8150846,0.99
315,Cada Um Cada Um (A Namoradeira),28,1,7,,02:00:00,8441034,0.99
316,Linha Do Equador,28,1,7,,03:00:00,8123466,0.99
317,Amor Demais,28,1,7,,04:00:00,8420093,0.99
318,Férias,28,1,7,,05:00:00,8731945,0.99
319,Gostava Tanto De Você,28,1,7,,06:00:00,7685326,0.99
320,Flor Do Futuro,28,1,7,,07:00:00,9205941,0.99
321,Felicidade Urgente,28,1,7,,08:00:00,8873358,0.99
322,Livre Pra Viver,28,1,7,,09:00:00,7111596,0.99
323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",29,1,9,Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,10:00:00,6892516,0.99
324,Pererê,29,1,9,Augusto Conceição/Chiclete Com Banana,11:00:00,6643207,0.99
325,TriboTchan,29,1,9,Cal Adan/Paulo Levi,12:00:00,6507950,0.99
326,"Tapa Aqui, Descobre Ali",29,1,9,Paulo Levi/W. Rangel,13:00:00,6327391,0.99
327,Daniela,29,1,9,Jorge Cardoso/Pierre Onasis,14:00:00,7748006,0.99
328,Bate Lata,29,1,9,Fábio Nolasco/Gal Sales/Ivan Brasil,15:00:00,7034985,0.99
